10,0.000007
20,0.000011
30,0.000012
40,0.000025
50,0.000027
60,0.000025
70,0.000044
80,0.000048
90,0.000043
100,0.000046
110,0.000065
120,0.000062
130,0.000073
140,0.000083
150,0.000078
160,0.000076
170,0.000084
180,0.000092
190,0.000092
200,0.000094
210,0.000109
220,0.000102
230,0.000102
240,0.000115
250,0.000110
260,0.000116
270,0.000122
280,0.000130
290,0.000134
300,0.000137
310,0.000146
320,0.000149
330,0.000153
340,0.000150
350,0.000147
360,0.000108
370,0.000161
380,0.000135
390,0.000118
400,0.000171
410,0.000166
420,0.000175
430,0.000112
440,0.000180
450,0.000119
460,0.000182
470,0.000182
480,0.000181
490,0.000157
500,0.000140
510,0.000145
520,0.000165
530,0.000200
540,0.000149
550,0.000202
560,0.000236
570,0.000457
580,0.000253
590,0.000260
600,0.000421
610,0.000218
620,0.000162
630,0.000202
640,0.000228
650,0.000230
660,0.000178
670,0.000201
680,0.000178
690,0.000190
700,0.000230
710,0.000237
720,0.000260
730,0.000250
740,0.000254
750,0.000248
760,0.000228
770,0.000252
780,0.000227
790,0.000264
800,0.000214
810,0.000203
820,0.000264
830,0.000260
840,0.000270
850,0.000271
860,0.000286
870,0.000279
880,0.000271
890,0.000282
900,0.000277
910,0.000286
920,0.000297
930,0.000295
940,0.000271
950,0.000297
960,0.000394
970,0.000296
980,0.000312
990,0.000255
1000,0.000295
1010,0.000269
1020,0.000261
1030,0.000314
1040,0.000318
1050,0.000270
1060,0.000283
1070,0.000284
1080,0.000272
1090,0.000338
1100,0.000332
1110,0.000289
1120,0.000350
1130,0.000322
1140,0.000307
1150,0.000409
1160,0.000363
1170,0.000412
1180,0.000545
1190,0.000503
1200,0.000338
1210,0.000314
1220,0.000316
1230,0.000387
1240,0.000375
1250,0.000324
1260,0.000345
1270,0.000383
1280,0.000356
1290,0.000390
1300,0.000391
1310,0.000398
1320,0.000387
1330,0.000346
1340,0.000387
1350,0.000384
1360,0.000411
1370,0.000414
1380,0.000434
1390,0.000406
1400,0.000410
1410,0.000416
1420,0.000426
1430,0.000592
1440,0.000404
1450,0.000420
1460,0.000527
1470,0.000430
1480,0.000439
1490,0.000448
1500,0.000443
1510,0.000440
1520,0.000446
1530,0.000439
1540,0.000454
1550,0.000460
1560,0.000458
1570,0.000459
1580,0.000457
1590,0.000462
1600,0.000476
1610,0.000468
1620,0.000450
1630,0.000462
1640,0.000481
1650,0.000468
1660,0.000484
1670,0.000472
1680,0.000481
1690,0.000485
1700,0.000499
1710,0.000487
1720,0.000486
1730,0.000508
1740,0.000488
1750,0.000897
1760,0.000504
1770,0.000509
1780,0.000505
1790,0.000521
1800,0.000515
1810,0.000516
1820,0.000517
1830,0.000696
1840,0.000532
1850,0.000538
1860,0.000530
1870,0.000530
1880,0.000534
1890,0.000541
1900,0.000549
1910,0.000539
1920,0.000543
1930,0.000542
1940,0.000520
1950,0.000545
1960,0.000547
1970,0.000553
1980,0.000580
1990,0.000553
2000,0.000566
2010,0.000560
2020,0.000558
2030,0.000569
2040,0.000571
2050,0.000565
2060,0.000565
2070,0.000595
2080,0.000579
2090,0.000578
2100,0.000585
2110,0.000578
2120,0.000590
2130,0.000572
2140,0.000593
2150,0.000545
2160,0.000534
2170,0.000539
2180,0.000506
2190,0.000518
2200,0.000547
2210,0.000525
2220,0.000554
2230,0.000559
2240,0.000614
2250,0.000620
2260,0.000540
2270,0.000566
2280,0.000575
2290,0.000571
2300,0.000680
2310,0.000569
2320,0.000544
2330,0.000595
2340,0.000597
2350,0.000595
2360,0.000568
2370,0.000619
2380,0.000569
2390,0.000578
2400,0.000600
2410,0.000566
2420,0.000573
2430,0.000604
2440,0.000610
2450,0.000617
2460,0.000630
2470,0.000643
2480,0.000625
2490,0.000618
2500,0.000675
2510,0.000635
2520,0.000662
2530,0.000619
2540,0.000640
2550,0.000686
2560,0.000667
2570,0.000643
2580,0.000718
2590,0.000640
2600,0.000648
2610,0.000697
2620,0.000670
2630,0.000629
2640,0.000644
2650,0.000669
2660,0.000663
2670,0.000633
2680,0.000674
2690,0.000638
2700,0.000682
2710,0.000692
2720,0.000668
2730,0.000712
2740,0.000695
2750,0.000724
2760,0.000762
2770,0.000673
2780,0.000728
2790,0.000727
2800,0.000719
2810,0.000713
2820,0.000711
2830,0.000688
2840,0.000707
2850,0.000886
2860,0.000725
2870,0.000725
2880,0.000768
2890,0.000689
2900,0.000720
2910,0.000689
2920,0.000727
2930,0.000716
2940,0.000698
2950,0.000746
2960,0.000735
2970,0.000770
2980,0.000752
2990,0.000747
3000,0.000709
3010,0.000753
3020,0.000760
3030,0.000750
3040,0.000756
3050,0.000761
3060,0.000764
3070,0.000733
3080,0.000792
3090,0.000743
3100,0.000850
3110,0.000746
3120,0.000902
3130,0.000792
3140,0.000751
3150,0.000772
3160,0.000795
3170,0.000768
3180,0.000791
3190,0.000775
3200,0.000759
3210,0.000782
